,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
862,902,902,23456,RYAN: Nobody is proposing to send troops to Syria.,354,38_2012,0,0,74822,74873,,"{""O"": 2, ""Claim"": 9}",Claim, Nobody is proposing to send troops to Syria.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4103.2,4107.04,clip_902
863,903,903,23457,American troops.,354,38_2012,1,1,74873,74890,,"{""Claim"": 2, ""O"": 1}",Claim,American troops.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4107.04,4108.32,clip_903
864,904,904,23458,"Now, let me say it this way.",354,38_2012,2,2,74890,74919,,"{""O"": 9}",O,"Now, let me say it this way.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,4108.32,4109.4,clip_904
865,905,905,23459,How would we do things differently?,354,38_2012,3,3,74919,74955,,"{""O"": 7}",O,How would we do things differently?,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,4109.4,4111.48,clip_905
866,906,906,23460,We wouldn't refer to Bashar Assad as a reformer when he's killing his own civilians with his Russian-provided weapons.,354,38_2012,4,4,74955,75074,,"{""Claim"": 21, ""O"": 1}",Claim,We wouldn't refer to Bashar Assad as a reformer when he's killing his own civilians with his Russian-provided weapons.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4111.48,4120.0,clip_906
867,907,907,23461,We wouldn't be outsourcing our foreign policy to the United Nations giving Vladimir Putin veto power over our efforts to try and deal with this issue.,354,38_2012,5,5,75074,75225,,"{""Claim"": 27, ""O"": 1}",Claim,We wouldn't be outsourcing our foreign policy to the United Nations giving Vladimir Putin veto power over our efforts to try and deal with this issue.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4120.0,4129.76,clip_907
868,908,908,23462,He's vetoed three of them.,354,38_2012,6,6,75225,75252,,"{""Premise"": 6, ""O"": 1}",Premise,He's vetoed three of them.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4129.76,4131.36,clip_908
869,909,909,23463,Hillary Clinton went to Russia to try and convince them not to do so.,354,38_2012,7,7,75253,75323,,"{""Premise"": 14, ""O"": 1}",Premise,Hillary Clinton went to Russia to try and convince them not to do so.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4131.36,4135.28,clip_909
870,910,910,23464,They thwarted her efforts.,354,38_2012,8,8,75323,75350,,"{""Premise"": 4, ""O"": 1}",Premise,They thwarted her efforts.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4135.28,4136.76,clip_910
871,911,911,23465,She said they were on the wrong side of history.,354,38_2012,9,9,75350,75399,,"{""Premise"": 10, ""O"": 1}",Premise,She said they were on the wrong side of history.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4136.76,4138.52,clip_911
872,912,912,23466,She was right about that.,354,38_2012,10,10,75399,75425,,"{""Claim"": 5, ""O"": 1}",Claim,She was right about that.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4138.52,4139.44,clip_912
873,913,913,23467,This is just one more example of how the Russia reset's not working.,354,38_2012,11,11,75425,75494,,"{""Premise"": 14, ""O"": 1}",Premise,This is just one more example of how the Russia reset's not working.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4139.44,4142.2,clip_913
874,914,914,23468,And so where are we?,354,38_2012,12,12,75495,75516,,"{""O"": 6}",O,And so where are we?,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,4142.2,4144.12,clip_914
875,915,915,23469,"After international pressure mounted, the President Obama said Bashar Assad should go.",354,38_2012,13,13,75516,75603,,"{""Premise"": 13, ""O"": 1}",Premise,"After international pressure mounted, the President Obama said Bashar Assad should go.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4144.12,4148.92,clip_915
876,916,916,23470,It's been over a year.,354,38_2012,14,14,75603,75626,,"{""Premise"": 6, ""O"": 1}",Premise,It's been over a year.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4148.92,4150.6,clip_916
877,917,917,23471,The man has slaughtered tens of thousands of his own people.,354,38_2012,15,15,75626,75687,,"{""Premise"": 11, ""O"": 1}",Premise,The man has slaughtered tens of thousands of his own people.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4150.6,4154.56,clip_917
878,918,918,23472,And more foreign fighters are spilling into this country.,354,38_2012,16,16,75687,75745,,"{""O"": 2, ""Premise"": 8}",Premise,And more foreign fighters are spilling into this country.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4154.56,4157.52,clip_918
879,919,919,23473,"So the longer this has gone on, the more people, groups like Al Qaida are going in.",354,38_2012,17,17,75746,75830,,"{""O"": 2, ""Premise"": 18}",Premise,"So the longer this has gone on, the more people, groups like Al Qaida are going in.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4157.52,4164.72,clip_919
880,920,920,23474,"We could have more easily identified the free Syrian army, the freedom fighters, working with our allies, the Turks, the Qataris, the Saudis, had we had a better plan in place to begin with working through our allies.",354,38_2012,18,18,75830,76048,,"{""Claim"": 44, ""O"": 1}",Claim,"We could have more easily identified the free Syrian army, the freedom fighters, working with our allies, the Turks, the Qataris, the Saudis, had we had a better plan in place to begin with working through our allies.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4164.72,4178.4,clip_920
881,921,921,23475,"But, no, we waited for Kofi Annan to try and come up with an agreement through the U.N. That bought Bashar Assad time.",354,38_2012,19,19,76048,76167,,"{""O"": 5, ""Premise"": 21}",Premise,"But, no, we waited for Kofi Annan to try and come up with an agreement through the U.N. That bought Bashar Assad time.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4178.4,4186.28,clip_921
882,922,922,23476,"We gave Russia veto power over our efforts through the U.N. And meanwhile about 30,000 Syrians are dead.",354,38_2012,20,20,76168,76273,,"{""Claim"": 11, ""O"": 2, ""Premise"": 6}",Claim,"We gave Russia veto power over our efforts through the U.N. And meanwhile about 30,000 Syrians are dead.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,4186.28,4193.32,clip_922
883,923,923,23477,BIDEN: What would my friend do differently?,355,38_2012,0,0,76275,76319,,"{""O"": 9}",O, What would my friend do differently?,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,4193.32,4197.4,clip_923
884,924,924,23478,"If you notice, he never answers the question.",355,38_2012,1,1,76319,76365,,"{""O"": 10}",O,"If you notice, he never answers the question.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,4197.4,4200.6,clip_924
885,925,925,23479,"RYAN: No, I would -- I -- we would not be going through the U.N. in all of these things.",356,38_2012,0,0,76366,76455,,"{""O"": 10, ""Claim"": 13}",Claim," No, I would -- I -- we would not be going through the U.N. in all of these things.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4200.6,4204.28,clip_925
886,926,926,23480,"BIDEN: Let me -- you don't go through the U.N. We are in the process now -- and have been for months -- in making sure that help, humanitarian aid, as well as other aid and training is getting to those forces that we believe, the Turks believe, the Jordanians believe, the Saudis believe are the free forces inside of Syria.",357,38_2012,0,0,76456,76781,,"{""O"": 13, ""Premise"": 56}",Premise," Let me -- you don't go through the U.N. We are in the process now -- and have been for months -- in making sure that help, humanitarian aid, as well as other aid and training is getting to those forces that we believe, the Turks believe, the Jordanians believe, the Saudis believe are the free forces inside of Syria.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4204.28,4225.84,clip_926
887,927,927,23481,That is underway.,357,38_2012,1,1,76781,76799,,"{""Premise"": 3, ""O"": 1}",Premise,That is underway.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4225.84,4227.44,clip_927
888,928,928,23482,"Our allies were all on the same page, NATO, as well as our Arab allies, in terms of trying to get a settlement.",357,38_2012,2,2,76799,76911,,"{""Premise"": 26, ""O"": 1}",Premise,"Our allies were all on the same page, NATO, as well as our Arab allies, in terms of trying to get a settlement.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4227.44,4236.88,clip_928
889,929,929,23483,That was their idea.,357,38_2012,3,3,76911,76932,,"{""Claim"": 4, ""O"": 1}",Claim,That was their idea.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,4236.88,4238.04,clip_929
890,930,930,23484,"We're the ones that said, ""Enough.""",357,38_2012,4,4,76932,76968,,"{""Claim"": 11}",Claim,"We're the ones that said, ""Enough.""",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,4238.04,4240.12,clip_930
891,931,931,23485,"With regard to the reset not working, the fact of the matter is that Russia has a different interest in Syria than we do, and that's not in our interest.",357,38_2012,5,5,76968,77122,,"{""Claim"": 33, ""O"": 1}",Claim,"With regard to the reset not working, the fact of the matter is that Russia has a different interest in Syria than we do, and that's not in our interest.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,4240.12,4248.8,clip_931
892,932,932,23486,RYAN: Then Iran keeps their greatest ally in the region.,359,38_2012,0,0,77271,77328,,"{""O"": 3, ""Premise"": 9}",Premise, Then Iran keeps their greatest ally in the region.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4257.48,4259.88,clip_932
893,933,933,23487,He's a sponsor of terrorism.,359,38_2012,1,1,77328,77357,,"{""Premise"": 6, ""O"": 1}",Premise,He's a sponsor of terrorism.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4259.88,4262.48,clip_933
894,934,934,23488,He'll probably continue slaughtering his people.,359,38_2012,2,2,77357,77406,,"{""Claim"": 7, ""O"": 1}",Claim,He'll probably continue slaughtering his people.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4262.48,4264.84,clip_934
895,935,935,23489,We and the world community will lose our credibility on this.,359,38_2012,3,3,77406,77468,,"{""Claim"": 11, ""O"": 1}",Claim,We and the world community will lose our credibility on this.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4264.84,4267.96,clip_935
896,936,936,23490,"Look, he mentioned the reset...",359,38_2012,4,4,77468,77500,,"{""O"": 7}",O,"Look, he mentioned the reset...",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,4267.96,4269.64,clip_936
897,937,937,23491,"RYAN: Well, we agree with the same red line, actually, they do on chemical weapons, but not putting American troops in, other than to secure those chemical weapons.",361,38_2012,0,0,77564,77729,,"{""O"": 5, ""Premise"": 30}",Premise," Well, we agree with the same red line, actually, they do on chemical weapons, but not putting American troops in, other than to secure those chemical weapons.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4272.16,4280.4,clip_937
898,938,938,23492,They're right about that.,361,38_2012,1,1,77729,77755,,"{""Claim"": 5, ""O"": 1}",Claim,They're right about that.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4280.4,4281.24,clip_938
899,939,939,23493,"But what we should have done earlier is work with those freedom fighters, those dissidents in Syria.",361,38_2012,2,2,77755,77856,,"{""O"": 2, ""Claim"": 17}",Claim,"But what we should have done earlier is work with those freedom fighters, those dissidents in Syria.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4281.24,4288.36,clip_939
900,940,940,23494,We should not have called Bashar Assad a reformer.,361,38_2012,3,3,77856,77907,,"{""Claim"": 9, ""O"": 1}",Claim,We should not have called Bashar Assad a reformer.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4288.36,4292.12,clip_940
901,941,941,23495,And...,361,38_2012,4,4,77907,77914,,"{""O"": 2}",O,And...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,4292.12,4293.0,clip_941
902,942,942,23496,RYAN: ... we should not have -- we should not have waited to Russia...,363,38_2012,0,0,77963,78034,,"{""O"": 9, ""Claim"": 7}",O, ... we should not have -- we should not have waited to Russia...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,4295.6,4298.04,clip_942
903,943,943,23497,RYAN: ... should not have waited for Russia to give us the green light at the U.N. to do something about it.,365,38_2012,0,0,78082,78191,,"{""O"": 4, ""Claim"": 20}",Claim, ... should not have waited for Russia to give us the green light at the U.N. to do something about it.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4299.24,4301.4,clip_943
904,944,944,23498,BIDEN: Russia...,366,38_2012,0,0,78192,78209,,"{""O"": 4}",O, Russia...,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,4301.4,4301.4,clip_944
905,945,945,23499,RYAN: They're -- they're still arming the man.,367,38_2012,0,0,78210,78257,,"{""O"": 3, ""Premise"": 9}",Premise, They're -- they're still arming the man.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4301.4,4303.44,clip_945
906,946,946,23500,Iran is flying flights over Iraq...,367,38_2012,1,1,78257,78293,,"{""Premise"": 6, ""O"": 1}",Premise,Iran is flying flights over Iraq...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4303.44,4306.76,clip_946
907,947,947,23501,BIDEN: And the opposition is being armed.,368,38_2012,0,0,78294,78336,,"{""O"": 4, ""Premise"": 5}",Premise, And the opposition is being armed.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4306.76,4309.32,clip_947
908,948,948,23502,RYAN: ... to help Bashar Assad.,369,38_2012,0,0,78337,78369,,"{""O"": 4, ""Premise"": 4}",O, ... to help Bashar Assad.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,4309.32,4310.96,clip_948
909,949,949,23503,"And, by the way, if we had the status-of-forces agreement that the vice president said he would bet his vice presidency on in Iraq, we probably would have been able to prevent that.",369,38_2012,1,1,78369,78551,,"{""O"": 7, ""Claim"": 30}",Claim,"And, by the way, if we had the status-of-forces agreement that the vice president said he would bet his vice presidency on in Iraq, we probably would have been able to prevent that.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4310.96,4319.2,clip_949
910,950,950,23504,"But he failed to achieve that, as well, again.",369,38_2012,2,2,78551,78598,,"{""O"": 7, ""Claim"": 5}",O,"But he failed to achieve that, as well, again.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,4319.2,4321.84,clip_950
911,951,951,23505,BIDEN: I don't...,371,38_2012,0,0,78642,78660,,"{""O"": 6}",O, I don't...,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,4322.52,4322.72,clip_951
912,953,953,23507,RYAN: In Syria?,374,38_2012,0,0,78724,78740,,"{""O"": 5}",O, In Syria?,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,4325.12,4325.84,clip_953
913,954,954,23508,RYAN: What is in the national interests of the American people.,376,38_2012,0,0,78762,78826,,"{""O"": 3, ""Claim"": 10}",Claim, What is in the national interests of the American people.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4327.68,4329.64,clip_954
914,955,955,23509,RYAN: What is in the national security of the American people.,378,38_2012,0,0,78871,78934,,"{""O"": 3, ""Claim"": 10}",Claim, What is in the national security of the American people.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4330.64,4332.48,clip_955
915,956,956,23510,It's got to be in the strategic national interests of our country.,378,38_2012,1,1,78934,79001,,"{""Claim"": 13, ""O"": 1}",Claim,It's got to be in the strategic national interests of our country.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4332.48,4335.08,clip_956
916,957,957,23511,"RYAN: Each situation will -- will come up with its own set of circumstances, but putting American troops on the ground?",380,38_2012,0,0,79029,79149,,"{""O"": 4, ""Premise"": 13, ""Claim"": 7}",Premise," Each situation will -- will come up with its own set of circumstances, but putting American troops on the ground?",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,4337.08,4345.0,clip_957
917,958,958,23512,That's got to be within the national security interests of the American people.,380,38_2012,1,1,79149,79229,,"{""Claim"": 14, ""O"": 1}",Claim,That's got to be within the national security interests of the American people.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4345.0,4348.84,clip_958
918,959,959,23513,"RYAN: That means like embargoes and sanctions and overflights, those are things that don't put American troops on the ground.",382,38_2012,0,0,79293,79419,,"{""O"": 3, ""Claim"": 21}",Claim," That means like embargoes and sanctions and overflights, those are things that don't put American troops on the ground.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4351.72,4356.4,clip_959
919,960,960,23514,"But if you're talking about putting American troops on the ground, only in our national security interests.",382,38_2012,1,1,79419,79527,,"{""O"": 2, ""Claim"": 18}",Claim,"But if you're talking about putting American troops on the ground, only in our national security interests.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4356.4,4362.2,clip_960
920,962,962,23516,RYAN: I don't see how a person can separate their public life from their private life or from their faith.,386,38_2012,0,0,80116,80223,,"{""O"": 3, ""Claim"": 20}",Claim, I don't see how a person can separate their public life from their private life or from their faith.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4401.32,4409.72,clip_962
921,963,963,23517,Our faith informs us in everything we do.,386,38_2012,1,1,80223,80265,,"{""Premise"": 8, ""O"": 1}",Premise,Our faith informs us in everything we do.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4409.72,4412.84,clip_963
922,964,964,23518,"My faith informs me about how to take care of the vulnerable, of how to make sure that people have a chance in life.",386,38_2012,2,2,80265,80382,,"{""Premise"": 25, ""O"": 1}",Premise,"My faith informs me about how to take care of the vulnerable, of how to make sure that people have a chance in life.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4412.84,4420.4,clip_964
923,965,965,23519,"RYAN: Now, you want to ask basically why I'm pro-life?",387,38_2012,0,0,80383,80438,,"{""O"": 14}",O," Now, you want to ask basically why I'm pro-life?",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,4420.4,4424.4,clip_965
924,966,966,23520,It's not simply because of my Catholic faith.,387,38_2012,1,1,80438,80484,,"{""Claim"": 9, ""O"": 1}",Claim,It's not simply because of my Catholic faith.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4424.4,4427.72,clip_966
925,967,967,23521,"That's a factor, of course.",387,38_2012,2,2,80484,80512,,"{""Premise"": 7, ""O"": 1}",Premise,"That's a factor, of course.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4427.72,4430.08,clip_967
926,968,968,23522,But it's also because of reason and science.,387,38_2012,3,3,80512,80557,,"{""O"": 2, ""Claim"": 8}",Claim,But it's also because of reason and science.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4430.08,4433.04,clip_968
927,969,969,23523,"You know, I think about 10 1/2 years ago, my wife Janna and I went to Mercy Hospital in Janesville where I was born, for our seven week ultrasound for our firstborn child, and we saw that heartbeat.",387,38_2012,4,4,80557,80756,,"{""O"": 4, ""Premise"": 39}",Premise,"You know, I think about 10 1/2 years ago, my wife Janna and I went to Mercy Hospital in Janesville where I was born, for our seven week ultrasound for our firstborn child, and we saw that heartbeat.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4433.04,4449.68,clip_969
928,970,970,23524,A little baby was in the shape of a bean.,387,38_2012,5,5,80756,80798,,"{""Premise"": 10, ""O"": 1}",Premise,A little baby was in the shape of a bean.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4449.68,4452.72,clip_970
929,971,971,23525,"And to this day, we have nicknamed our firstborn child Liza, ""Bean.""",387,38_2012,6,6,80798,80867,,"{""O"": 1, ""Premise"": 16}",Premise,"And to this day, we have nicknamed our firstborn child Liza, ""Bean.""",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4452.72,4458.68,clip_971
930,972,972,23526,Now I believe that life begins at conception.,387,38_2012,7,7,80867,80913,,"{""O"": 2, ""Claim"": 7}",Claim,Now I believe that life begins at conception.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4458.68,4462.84,clip_972
931,973,973,23527,That's why -- those are the reasons why I'm pro-life.,387,38_2012,8,8,80914,80968,,"{""O"": 5, ""Premise"": 8}",Premise,That's why -- those are the reasons why I'm pro-life.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4462.84,4466.36,clip_973
932,974,974,23528,"Now I understand this is a difficult issue, and I respect people who don't agree with me on this, but the policy of a Romney administration will be to oppose abortions with the exceptions for rape, incest and life of the mother.",387,38_2012,9,9,80968,81197,,"{""O"": 6, ""Premise"": 7, ""Claim"": 34}",Claim,"Now I understand this is a difficult issue, and I respect people who don't agree with me on this, but the policy of a Romney administration will be to oppose abortions with the exceptions for rape, incest and life of the mother.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Mixed,4466.36,4481.48,clip_974
933,975,975,23529,What troubles me more is how this administration has handled all of these issues.,387,38_2012,10,10,81197,81279,,"{""Premise"": 14, ""O"": 1}",Premise,What troubles me more is how this administration has handled all of these issues.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4481.48,4487.68,clip_975
934,976,976,23530,Look at what they're doing through Obamacare with respect to assaulting the religious liberties of this country.,387,38_2012,11,11,81279,81392,,"{""Premise"": 18, ""O"": 1}",Premise,Look at what they're doing through Obamacare with respect to assaulting the religious liberties of this country.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4487.68,4494.48,clip_976
935,977,977,23531,"They're infringing upon our first freedom, the freedom of religion, by infringing on Catholic charities, Catholic churches, Catholic hospitals.",387,38_2012,12,12,81392,81536,,"{""Claim"": 24, ""O"": 1}",Claim,"They're infringing upon our first freedom, the freedom of religion, by infringing on Catholic charities, Catholic churches, Catholic hospitals.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4494.48,4504.8,clip_977
936,978,978,23532,Our church should not have to sue our federal government to maintain their religious liberties.,387,38_2012,13,13,81537,81633,,"{""Claim"": 15, ""O"": 1}",Claim,Our church should not have to sue our federal government to maintain their religious liberties.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4504.8,4509.32,clip_978
937,979,979,23533,"And with respect to abortion, the Democratic Party used to say they wanted it to be safe, legal and rare.",387,38_2012,14,14,81633,81739,,"{""O"": 2, ""Premise"": 21}",Premise,"And with respect to abortion, the Democratic Party used to say they wanted it to be safe, legal and rare.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4509.32,4515.36,clip_979
938,980,980,23534,Now they support it without restriction and with taxpayer funding.,387,38_2012,15,15,81739,81806,,"{""O"": 2, ""Claim"": 9}",Claim,Now they support it without restriction and with taxpayer funding.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4515.36,4519.4,clip_980
939,981,981,23535,"Taxpayer funding in Obamacare, taxpayer funding with foreign aid.",387,38_2012,16,16,81806,81872,,"{""Premise"": 10, ""O"": 1}",Premise,"Taxpayer funding in Obamacare, taxpayer funding with foreign aid.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4519.4,4522.68,clip_981
940,982,982,23536,The vice president himself went to China and said that he sympathized and wouldn't second guess their one child policy of forced abortions and sterilizations.,387,38_2012,17,17,81872,82031,,"{""Premise"": 26, ""O"": 1}",Premise,The vice president himself went to China and said that he sympathized and wouldn't second guess their one child policy of forced abortions and sterilizations.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,4522.68,4533.56,clip_982
941,983,983,23537,That to me is pretty extreme.,387,38_2012,18,18,82031,82061,,"{""Claim"": 6, ""O"": 1}",Claim,That to me is pretty extreme.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,4533.56,4535.2,clip_983
942,984,984,23538,"BIDEN: My religion defines who I am, and I've been a practicing Catholic my whole life.",389,38_2012,0,0,82095,82183,,"{""O"": 5, ""Premise"": 15}",Premise," My religion defines who I am, and I've been a practicing Catholic my whole life.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4536.8,4546.96,clip_984
943,985,985,23539,And has particularly informed my social doctrine.,389,38_2012,1,1,82183,82233,,"{""Premise"": 7, ""O"": 1}",Premise,And has particularly informed my social doctrine.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4546.96,4552.0,clip_985
944,986,986,23540,"The Catholic social doctrine talks about taking care of those who -- who can't take care of themselves, people who need help.",389,38_2012,2,2,82233,82359,,"{""Premise"": 24, ""O"": 1}",Premise,"The Catholic social doctrine talks about taking care of those who -- who can't take care of themselves, people who need help.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4552.0,4559.92,clip_986
945,987,987,23541,"With regard to -- with regard to abortion, I accept my church's position on abortion as a -- what we call a (inaudible) doctrine.",389,38_2012,3,3,82359,82489,,"{""Premise"": 28, ""O"": 1}",Premise,"With regard to -- with regard to abortion, I accept my church's position on abortion as a -- what we call a (inaudible) doctrine.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4559.92,4572.72,clip_987
946,988,988,23542,Life begins at conception in the church's judgment.,389,38_2012,4,4,82489,82541,,"{""Premise"": 9, ""O"": 1}",Premise,Life begins at conception in the church's judgment.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4572.72,4575.68,clip_988
947,989,989,23543,I accept it in my personal life.,389,38_2012,5,5,82541,82574,,"{""Premise"": 7, ""O"": 1}",Premise,I accept it in my personal life.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4575.68,4577.28,clip_989
948,990,990,23544,"But I refuse to impose it on equally devout Christians and Muslims and Jews, and I just refuse to impose that on others, unlike my friend here, the -- the congressman.",389,38_2012,6,6,82574,82742,,"{""O"": 5, ""Premise"": 30}",Premise,"But I refuse to impose it on equally devout Christians and Muslims and Jews, and I just refuse to impose that on others, unlike my friend here, the -- the congressman.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,4577.28,4589.12,clip_990
